id;names;class_node;node.size;log_node.size;country;country.label;node.colour
A657;t1154;author;67;6.17;United Kingdom;UK;deepskyblue4
A657;t1155;author;67;6.17;United Kingdom;UK;deepskyblue4
A651;t1334;author;67;6.17;United States;US;limegreen
A137;t1211;author;68;6.19;United States;US;limegreen
A56;t862;author;69;6.21;Netherlands;NT;darkblue
A56;t863;author;69;6.21;Netherlands;NT;darkblue
A56;t864;author;69;6.21;Netherlands;NT;darkblue
A214;t1236;author;70;6.23;United States;US;limegreen
A224;t83;author;71;6.25;Canada;CA;olivedrab4
A69;t1197;author;74;6.31;United States;US;limegreen
A587;t1143;author;75;6.33;United Kingdom;UK;deepskyblue4
A296;t1266;author;79;6.4;United States;US;limegreen
A374;t1281;author;79;6.4;United States;US;limegreen
A216;t1059;author;85;6.51;United Kingdom;UK;deepskyblue4
A216;t1061;author;85;6.51;United Kingdom;UK;deepskyblue4
A216;t1062;author;85;6.51;United Kingdom;UK;deepskyblue4
A216;t1063;author;85;6.51;United Kingdom;UK;deepskyblue4
A216;t1064;author;85;6.51;United Kingdom;UK;deepskyblue4
A216;t1065;author;85;6.51;United Kingdom;UK;deepskyblue4
A216;t1066;author;85;6.51;United Kingdom;UK;deepskyblue4
A216;t1067;author;85;6.51;United Kingdom;UK;deepskyblue4
A216;t1068;author;85;6.51;United Kingdom;UK;deepskyblue4
A216;t1069;author;85;6.51;United Kingdom;UK;deepskyblue4
A216;t1070;author;85;6.51;United Kingdom;UK;deepskyblue4
A57;t865;author;97;6.7;Netherlands;NT;darkblue
A563;t38;author;103;6.79;Austria;AUS;royalblue4
A111;t1205;author;108;6.85;United States;US;limegreen
RW68;t1516;review;1;0.5;paper; ;red
RW68;t1530;review;1;0.5;paper; ;red
RW68;t1616;review;1;0.5;paper; ;red
RW68;t1618;review;1;0.5;paper; ;red
RW68;t1625;review;1;0.5;paper; ;red
RW68;t1694;review;1;0.5;paper; ;red
RW138;t1738;review;1;0.5;paper; ;blue3
RW138;t1770;review;1;0.5;paper; ;blue3
RW138;t1810;review;1;0.5;paper; ;blue3
RW138;t1819;review;1;0.5;paper; ;blue3
RW138;t1832;review;1;0.5;paper; ;blue3
RW138;t1890;review;1;0.5;paper; ;blue3
RW138;t1914;review;1;0.5;paper; ;blue3
RW138;t1939;review;1;0.5;paper; ;blue3
RW138;t1972;review;1;0.5;paper; ;blue3
RW138;t1996;review;1;0.5;paper; ;blue3
RW138;t2022;review;1;0.5;paper; ;blue3
RW138;t2065;review;1;0.5;paper; ;blue3
RW138;t2085;review;1;0.5;paper; ;blue3
RW138;t2094;review;1;0.5;paper; ;blue3
RW138;t2101;review;1;0.5;paper; ;blue3
RW139;t2305;review;1;0.5;paper; ;goldenrod2
RW139;t2306;review;1;0.5;paper; ;goldenrod2
RW187;t2317;review;1;0.5;paper; ;royalblue1
RW187;t2325;review;1;0.5;paper; ;royalblue1
RW187;t2337;review;1;0.5;paper; ;royalblue1
RW187;t2347;review;1;0.5;paper; ;royalblue1
RW69;t2511;review;1;0.5;paper; ;darkgreen
RW180;t2513;review;1;0.5;paper; ;darkgreen
RW77;t2535;review;1;0.5;paper; ;darkgreen
RW69;t2552;review;1;0.5;paper; ;darkgreen
RW180;t2559;review;1;0.5;paper; ;darkgreen
RW180;t2568;review;1;0.5;paper; ;darkgreen
RW50;t2582;review;1;0.5;paper; ;darkgreen
RW180;t2590;review;1;0.5;paper; ;darkgreen
RW50;t2632;review;1;0.5;paper; ;darkgreen
RW180;t2656;review;1;0.5;paper; ;darkgreen
RW50;t2689;review;1;0.5;paper; ;darkgreen
RW69;t2690;review;1;0.5;paper; ;darkgreen
RW77;t2692;review;1;0.5;paper; ;darkgreen
RW68;t2696;review;1;0.5;paper; ;darkgreen
RW170;t1388;review;2;0.5;paper; ;royalblue4
RW246;t1389;review;2;0.5;paper; ;royalblue3
RW246;t1390;review;2;0.5;paper; ;royalblue3
RW131;t1451;review;2;0.5;paper; ;olivedrab4
RW131;t1471;review;2;0.5;paper; ;olivedrab4
RW131;t1475;review;2;0.5;paper; ;olivedrab4
RW85;t2159;review;2;0.5;paper; ;orchid4
RW85;t2162;review;2;0.5;paper; ;orchid4
RW85;t2163;review;2;0.5;paper; ;orchid4
RW114;t2174;review;2;0.5;paper; ;slateblue3
RW114;t2177;review;2;0.5;paper; ;slateblue3
RW170;t2178;review;2;0.5;paper; ;slateblue3
RW114;t2182;review;2;0.5;paper; ;slateblue3
RW170;t2188;review;2;0.5;paper; ;slateblue3
RW114;t2189;review;2;0.5;paper; ;slateblue3
RW114;t2190;review;2;0.5;paper; ;slateblue3
RW114;t2191;review;2;0.5;paper; ;slateblue3
RW114;t2199;review;2;0.5;paper; ;slateblue3
RW170;t2203;review;2;0.5;paper; ;slateblue3
RW114;t2307;review;2;0.5;paper; ;lightblue3
RW90;t2354;review;2;0.5;paper; ;turquoise3
RW90;t2355;review;2;0.5;paper; ;turquoise3
RW132;t2364;review;2;0.5;paper; ;deepskyblue4
RW246;t2439;review;2;0.5;paper; ;deepskyblue4
RW132;t2512;review;2;0.5;paper; ;darkgreen
RW270;t2536;review;2;0.5;paper; ;darkgreen
RW241;t2537;review;2;0.5;paper; ;darkgreen
RW270;t2539;review;2;0.5;paper; ;darkgreen
RW132;t2540;review;2;0.5;paper; ;darkgreen
RW132;t2541;review;2;0.5;paper; ;darkgreen
RW132;t2546;review;2;0.5;paper; ;darkgreen
RW241;t2553;review;2;0.5;paper; ;darkgreen
RW105;t2555;review;2;0.5;paper; ;darkgreen
RW132;t2557;review;2;0.5;paper; ;darkgreen
RW130;t2566;review;2;0.5;paper; ;darkgreen
RW260;t2569;review;2;0.5;paper; ;darkgreen
RW270;t2571;review;2;0.5;paper; ;darkgreen
RW132;t2575;review;2;0.5;paper; ;darkgreen
RW270;t2579;review;2;0.5;paper; ;darkgreen
RW90;t2585;review;2;0.5;paper; ;darkgreen
RW132;t2603;review;2;0.5;paper; ;darkgreen
RW216;t2605;review;2;0.5;paper; ;darkgreen
RW132;t2606;review;2;0.5;paper; ;darkgreen
RW105;t2609;review;2;0.5;paper; ;darkgreen
RW216;t2610;review;2;0.5;paper; ;darkgreen
RW105;t2633;review;2;0.5;paper; ;darkgreen
RW132;t2635;review;2;0.5;paper; ;darkgreen
RW132;t2641;review;2;0.5;paper; ;darkgreen
RW132;t2645;review;2;0.5;paper; ;darkgreen
RW130;t2647;review;2;0.5;paper; ;darkgreen
RW216;t2652;review;2;0.5;paper; ;darkgreen
RW130;t2655;review;2;0.5;paper; ;darkgreen
RW132;t2658;review;2;0.5;paper; ;darkgreen
RW90;t2665;review;2;0.5;paper; ;darkgreen
RW132;t2682;review;2;0.5;paper; ;darkgreen
RW260;t2695;review;2;0.5;paper; ;darkgreen
RW17;t1350;review;3;0.5;paper; ;yellow4
RW17;t1355;review;3;0.5;paper; ;yellow4
RW17;t1364;review;3;0.5;paper; ;yellow4
RW17;t1373;review;3;0.5;paper; ;yellow4
RW17;t1382;review;3;0.5;paper; ;yellow4
RW195;t1392;review;3;0.5;paper; ;violetred4
RW195;t1396;review;3;0.5;paper; ;violetred4
RW165;t1524;review;3;0.5;paper; ;red
RW17;t1534;review;3;0.5;paper; ;red
RW17;t1587;review;3;0.5;paper; ;red
RW165;t1620;review;3;0.5;paper; ;red
RW17;t1660;review;3;0.5;paper; ;red
RW17;t1670;review;3;0.5;paper; ;red
RW17;t1672;review;3;0.5;paper; ;red
RW165;t1705;review;3;0.5;paper; ;red
RW165;t1709;review;3;0.5;paper; ;red
RW129;t1715;review;3;0.5;paper; ;chartreuse4
RW129;t1716;review;3;0.5;paper; ;chartreuse4
RW205;t1743;review;3;0.5;paper; ;blue3
RW213;t1750;review;3;0.5;paper; ;blue3
RW249;t1754;review;3;0.5;paper; ;blue3
RW250;t1755;review;3;0.5;paper; ;blue3
RW205;t1758;review;3;0.5;paper; ;blue3
RW213;t1765;review;3;0.5;paper; ;blue3
RW205;t1775;review;3;0.5;paper; ;blue3
RW213;t1782;review;3;0.5;paper; ;blue3
RW249;t1786;review;3;0.5;paper; ;blue3
RW250;t1787;review;3;0.5;paper; ;blue3
RW205;t1790;review;3;0.5;paper; ;blue3
RW213;t1797;review;3;0.5;paper; ;blue3
RW249;t1801;review;3;0.5;paper; ;blue3
RW250;t1802;review;3;0.5;paper; ;blue3
RW249;t1824;review;3;0.5;paper; ;blue3
RW250;t1825;review;3;0.5;paper; ;blue3
RW205;t1833;review;3;0.5;paper; ;blue3
RW213;t1840;review;3;0.5;paper; ;blue3
RW205;t1845;review;3;0.5;paper; ;blue3
RW213;t1852;review;3;0.5;paper; ;blue3
RW249;t1856;review;3;0.5;paper; ;blue3
RW250;t1857;review;3;0.5;paper; ;blue3
RW205;t1862;review;3;0.5;paper; ;blue3
RW213;t1869;review;3;0.5;paper; ;blue3
RW205;t1871;review;3;0.5;paper; ;blue3
RW213;t1878;review;3;0.5;paper; ;blue3
RW205;t1895;review;3;0.5;paper; ;blue3
RW213;t1902;review;3;0.5;paper; ;blue3
RW249;t1906;review;3;0.5;paper; ;blue3
RW250;t1907;review;3;0.5;paper; ;blue3
RW205;t1919;review;3;0.5;paper; ;blue3
RW213;t1926;review;3;0.5;paper; ;blue3
RW249;t1930;review;3;0.5;paper; ;blue3
RW250;t1931;review;3;0.5;paper; ;blue3
RW205;t1944;review;3;0.5;paper; ;blue3
RW213;t1951;review;3;0.5;paper; ;blue3
RW249;t1955;review;3;0.5;paper; ;blue3
RW250;t1956;review;3;0.5;paper; ;blue3
RW136;t1962;review;3;0.5;paper; ;blue3
RW205;t1977;review;3;0.5;paper; ;blue3
RW213;t1984;review;3;0.5;paper; ;blue3
RW205;t2001;review;3;0.5;paper; ;blue3
RW213;t2008;review;3;0.5;paper; ;blue3
RW249;t2012;review;3;0.5;paper; ;blue3
RW250;t2013;review;3;0.5;paper; ;blue3
RW205;t2027;review;3;0.5;paper; ;blue3
RW213;t2034;review;3;0.5;paper; ;blue3
RW249;t2038;review;3;0.5;paper; ;blue3
RW250;t2039;review;3;0.5;paper; ;blue3
RW249;t2048;review;3;0.5;paper; ;blue3
RW250;t2049;review;3;0.5;paper; ;blue3
RW249;t2053;review;3;0.5;paper; ;blue3
RW250;t2054;review;3;0.5;paper; ;blue3
RW249;t2057;review;3;0.5;paper; ;blue3
RW250;t2058;review;3;0.5;paper; ;blue3
RW205;t2070;review;3;0.5;paper; ;blue3
RW213;t2077;review;3;0.5;paper; ;blue3
RW60;t2103;review;3;0.5;paper; ;dodgerblue2
RW60;t2110;review;3;0.5;paper; ;dodgerblue2
RW60;t2116;review;3;0.5;paper; ;dodgerblue2
RW27;t2157;review;3;0.5;paper; ;orchid4
RW27;t2161;review;3;0.5;paper; ;orchid4
RW301;t2170;review;3;0.5;paper; ;steelblue2
RW253;t2211;review;3;0.5;paper; ;darkblue
RW238;t2216;review;3;0.5;paper; ;darkblue
RW253;t2238;review;3;0.5;paper; ;darkblue
RW238;t2240;review;3;0.5;paper; ;darkblue
RW238;t2241;review;3;0.5;paper; ;darkblue
RW253;t2245;review;3;0.5;paper; ;darkblue
RW253;t2250;review;3;0.5;paper; ;darkblue
RW253;t2258;review;3;0.5;paper; ;darkblue
RW238;t2269;review;3;0.5;paper; ;darkblue
RW238;t2276;review;3;0.5;paper; ;darkblue
RW15;t2288;review;3;0.5;paper; ;blue1
RW15;t2289;review;3;0.5;paper; ;blue1
RW5;t2290;review;3;0.5;paper; ;blue1
RW5;t2291;review;3;0.5;paper; ;blue1
RW5;t2293;review;3;0.5;paper; ;blue1
RW5;t2294;review;3;0.5;paper; ;blue1
RW15;t2296;review;3;0.5;paper; ;blue1
RW15;t2297;review;3;0.5;paper; ;blue1
RW15;t2298;review;3;0.5;paper; ;blue1
RW15;t2299;review;3;0.5;paper; ;blue1
RW301;t2301;review;3;0.5;paper; ;orangered3
RW301;t2302;review;3;0.5;paper; ;orangered3
RW301;t2303;review;3;0.5;paper; ;orangered3
RW301;t2304;review;3;0.5;paper; ;orangered3
RW41;t2310;review;3;0.5;paper; ;lightcoral
RW41;t2313;review;3;0.5;paper; ;lightcoral
RW182;t2366;review;3;0.5;paper; ;deepskyblue4
RW286;t2389;review;3;0.5;paper; ;deepskyblue4
RW182;t2412;review;3;0.5;paper; ;deepskyblue4
RW286;t2415;review;3;0.5;paper; ;deepskyblue4
RW286;t2462;review;3;0.5;paper; ;deepskyblue4
RW286;t2466;review;3;0.5;paper; ;deepskyblue4
RW182;t2468;review;3;0.5;paper; ;deepskyblue4
RW182;t2492;review;3;0.5;paper; ;deepskyblue4
RW283;t2545;review;3;0.5;paper; ;darkgreen
RW136;t2547;review;3;0.5;paper; ;darkgreen
RW136;t2567;review;3;0.5;paper; ;darkgreen
RW283;t2572;review;3;0.5;paper; ;darkgreen
RW303;t2573;review;3;0.5;paper; ;darkgreen
RW283;t2576;review;3;0.5;paper; ;darkgreen
RW136;t2578;review;3;0.5;paper; ;darkgreen
RW249;t2586;review;3;0.5;paper; ;darkgreen
RW250;t2587;review;3;0.5;paper; ;darkgreen
RW303;t2608;review;3;0.5;paper; ;darkgreen
RW303;t2616;review;3;0.5;paper; ;darkgreen
RW136;t2640;review;3;0.5;paper; ;darkgreen
RW303;t2644;review;3;0.5;paper; ;darkgreen
RW253;t2668;review;3;0.5;paper; ;darkgreen
RW283;t2679;review;3;0.5;paper; ;darkgreen
RW303;t2684;review;3;0.5;paper; ;darkgreen
RW37;t1387;review;4;0.5;paper; ;royalblue4
RW34;t1411;review;4;0.5;paper; ;olivedrab4
RW157;t1739;review;4;0.5;paper; ;blue3
RW162;t1742;review;4;0.5;paper; ;blue3
RW208;t1746;review;4;0.5;paper; ;blue3
RW211;t1749;review;4;0.5;paper; ;blue3
RW252;t1756;review;4;0.5;paper; ;blue3
RW208;t1761;review;4;0.5;paper; ;blue3
RW211;t1764;review;4;0.5;paper; ;blue3
RW157;t1771;review;4;0.5;paper; ;blue3
RW162;t1774;review;4;0.5;paper; ;blue3
RW208;t1778;review;4;0.5;paper; ;blue3
RW211;t1781;review;4;0.5;paper; ;blue3
RW252;t1788;review;4;0.5;paper; ;blue3
RW208;t1793;review;4;0.5;paper; ;blue3
RW211;t1796;review;4;0.5;paper; ;blue3
RW252;t1803;review;4;0.5;paper; ;blue3
RW157;t1811;review;4;0.5;paper; ;blue3
RW162;t1814;review;4;0.5;paper; ;blue3
RW157;t1820;review;4;0.5;paper; ;blue3
RW162;t1823;review;4;0.5;paper; ;blue3
RW252;t1826;review;4;0.5;paper; ;blue3
RW208;t1836;review;4;0.5;paper; ;blue3
RW211;t1839;review;4;0.5;paper; ;blue3
RW157;t1841;review;4;0.5;paper; ;blue3
RW162;t1844;review;4;0.5;paper; ;blue3
RW208;t1848;review;4;0.5;paper; ;blue3
RW211;t1851;review;4;0.5;paper; ;blue3
RW252;t1858;review;4;0.5;paper; ;blue3
RW208;t1865;review;4;0.5;paper; ;blue3
RW211;t1868;review;4;0.5;paper; ;blue3
RW208;t1874;review;4;0.5;paper; ;blue3
RW211;t1877;review;4;0.5;paper; ;blue3
RW157;t1882;review;4;0.5;paper; ;blue3
RW162;t1885;review;4;0.5;paper; ;blue3
RW157;t1891;review;4;0.5;paper; ;blue3
RW162;t1894;review;4;0.5;paper; ;blue3
RW208;t1898;review;4;0.5;paper; ;blue3
RW211;t1901;review;4;0.5;paper; ;blue3
RW252;t1908;review;4;0.5;paper; ;blue3
RW157;t1915;review;4;0.5;paper; ;blue3
RW162;t1918;review;4;0.5;paper; ;blue3
RW208;t1922;review;4;0.5;paper; ;blue3
RW211;t1925;review;4;0.5;paper; ;blue3
RW252;t1932;review;4;0.5;paper; ;blue3
RW157;t1940;review;4;0.5;paper; ;blue3
RW162;t1943;review;4;0.5;paper; ;blue3
RW208;t1947;review;4;0.5;paper; ;blue3
RW211;t1950;review;4;0.5;paper; ;blue3
RW252;t1957;review;4;0.5;paper; ;blue3
RW37;t1959;review;4;0.5;paper; ;blue3
RW37;t1963;review;4;0.5;paper; ;blue3
RW157;t1973;review;4;0.5;paper; ;blue3
RW162;t1976;review;4;0.5;paper; ;blue3
RW208;t1980;review;4;0.5;paper; ;blue3
RW211;t1983;review;4;0.5;paper; ;blue3
RW157;t1997;review;4;0.5;paper; ;blue3
RW162;t2000;review;4;0.5;paper; ;blue3
RW208;t2004;review;4;0.5;paper; ;blue3
RW211;t2007;review;4;0.5;paper; ;blue3
RW252;t2014;review;4;0.5;paper; ;blue3
RW157;t2023;review;4;0.5;paper; ;blue3
RW162;t2026;review;4;0.5;paper; ;blue3
RW208;t2030;review;4;0.5;paper; ;blue3
RW211;t2033;review;4;0.5;paper; ;blue3
RW252;t2040;review;4;0.5;paper; ;blue3
RW157;t2044;review;4;0.5;paper; ;blue3
RW162;t2047;review;4;0.5;paper; ;blue3
RW252;t2050;review;4;0.5;paper; ;blue3
RW252;t2055;review;4;0.5;paper; ;blue3
RW252;t2059;review;4;0.5;paper; ;blue3
RW157;t2066;review;4;0.5;paper; ;blue3
RW162;t2069;review;4;0.5;paper; ;blue3
RW208;t2073;review;4;0.5;paper; ;blue3
RW211;t2076;review;4;0.5;paper; ;blue3
RW124;t2102;review;4;0.5;paper; ;dodgerblue2
RW124;t2104;review;4;0.5;paper; ;dodgerblue2
RW124;t2107;review;4;0.5;paper; ;dodgerblue2
RW202;t2114;review;4;0.5;paper; ;dodgerblue2
RW124;t2119;review;4;0.5;paper; ;dodgerblue2
RW124;t2127;review;4;0.5;paper; ;dodgerblue2
RW124;t2129;review;4;0.5;paper; ;dodgerblue2
RW124;t2130;review;4;0.5;paper; ;dodgerblue2
RW202;t2144;review;4;0.5;paper; ;dodgerblue2
RW124;t2145;review;4;0.5;paper; ;dodgerblue2
RW202;t2147;review;4;0.5;paper; ;dodgerblue2
RW202;t2150;review;4;0.5;paper; ;dodgerblue2
RW63;t2171;review;4;0.5;paper; ;slateblue3
RW63;t2172;review;4;0.5;paper; ;slateblue3
RW37;t2173;review;4;0.5;paper; ;slateblue3
RW63;t2179;review;4;0.5;paper; ;slateblue3
RW63;t2180;review;4;0.5;paper; ;slateblue3
RW63;t2185;review;4;0.5;paper; ;slateblue3
RW63;t2193;review;4;0.5;paper; ;slateblue3
RW63;t2196;review;4;0.5;paper; ;slateblue3
RW63;t2197;review;4;0.5;paper; ;slateblue3
RW63;t2198;review;4;0.5;paper; ;slateblue3
RW63;t2202;review;4;0.5;paper; ;slateblue3
RW151;t2222;review;4;0.5;paper; ;darkblue
RW179;t2224;review;4;0.5;paper; ;darkblue
RW151;t2230;review;4;0.5;paper; ;darkblue
RW179;t2232;review;4;0.5;paper; ;darkblue
RW179;t2235;review;4;0.5;paper; ;darkblue
RW151;t2253;review;4;0.5;paper; ;darkblue
RW179;t2255;review;4;0.5;paper; ;darkblue
RW151;t2266;review;4;0.5;paper; ;darkblue
RW179;t2268;review;4;0.5;paper; ;darkblue
RW32;t2309;review;4;0.5;paper; ;lightcoral
RW32;t2312;review;4;0.5;paper; ;lightcoral
RW32;t2315;review;4;0.5;paper; ;lightcoral
RW32;t2316;review;4;0.5;paper; ;lightcoral
RW56;t2332;review;4;0.5;paper; ;royalblue1
RW56;t2338;review;4;0.5;paper; ;royalblue1
RW56;t2340;review;4;0.5;paper; ;royalblue1
RW56;t2344;review;4;0.5;paper; ;royalblue1
RW31;t2382;review;4;0.5;paper; ;deepskyblue4
RW287;t2390;review;4;0.5;paper; ;deepskyblue4
RW31;t2394;review;4;0.5;paper; ;deepskyblue4
RW31;t2410;review;4;0.5;paper; ;deepskyblue4
RW287;t2416;review;4;0.5;paper; ;deepskyblue4
RW31;t2435;review;4;0.5;paper; ;deepskyblue4
RW37;t2444;review;4;0.5;paper; ;deepskyblue4
RW287;t2463;review;4;0.5;paper; ;deepskyblue4
RW287;t2467;review;4;0.5;paper; ;deepskyblue4
RW31;t2509;review;4;0.5;paper; ;deepskyblue4
RW204;t2525;review;4;0.5;paper; ;darkgreen
RW37;t2534;review;4;0.5;paper; ;darkgreen
RW204;t2543;review;4;0.5;paper; ;darkgreen
RW37;t2548;review;4;0.5;paper; ;darkgreen
RW37;t2551;review;4;0.5;paper; ;darkgreen
RW261;t2581;review;4;0.5;paper; ;darkgreen
RW252;t2588;review;4;0.5;paper; ;darkgreen
RW37;t2643;review;4;0.5;paper; ;darkgreen
RW37;t2648;review;4;0.5;paper; ;darkgreen
RW37;t2654;review;4;0.5;paper; ;darkgreen
RW261;t2663;review;4;0.5;paper; ;darkgreen
RW261;t2672;review;4;0.5;paper; ;darkgreen
RW34;t2673;review;4;0.5;paper; ;darkgreen
RW34;t2678;review;4;0.5;paper; ;darkgreen
RW37;t2683;review;4;0.5;paper; ;darkgreen
RW261;t2685;review;4;0.5;paper; ;darkgreen
RW37;t2687;review;4;0.5;paper; ;darkgreen
RW34;t2691;review;4;0.5;paper; ;darkgreen
RW75;t1351;review;5;2.5;paper; ;yellow4
RW75;t1367;review;5;2.5;paper; ;yellow4
RW75;t1376;review;5;2.5;paper; ;yellow4
RW169;t1405;review;5;2.5;paper; ;olivedrab4
RW12;t1406;review;5;2.5;paper; ;olivedrab4
RW12;t1410;review;5;2.5;paper; ;olivedrab4
RW12;t1417;review;5;2.5;paper; ;olivedrab4
RW12;t1421;review;5;2.5;paper; ;olivedrab4
RW12;t1426;review;5;2.5;paper; ;olivedrab4
RW12;t1434;review;5;2.5;paper; ;olivedrab4
RW12;t1441;review;5;2.5;paper; ;olivedrab4
RW12;t1445;review;5;2.5;paper; ;olivedrab4
RW199;t1452;review;5;2.5;paper; ;olivedrab4
RW169;t1453;review;5;2.5;paper; ;olivedrab4
RW88;t1454;review;5;2.5;paper; ;olivedrab4
RW12;t1455;review;5;2.5;paper; ;olivedrab4
RW12;t1462;review;5;2.5;paper; ;olivedrab4
RW12;t1466;review;5;2.5;paper; ;olivedrab4
RW199;t1472;review;5;2.5;paper; ;olivedrab4
RW12;t1473;review;5;2.5;paper; ;olivedrab4
RW199;t1476;review;5;2.5;paper; ;olivedrab4
RW12;t1477;review;5;2.5;paper; ;olivedrab4
RW12;t1482;review;5;2.5;paper; ;olivedrab4
RW12;t1489;review;5;2.5;paper; ;olivedrab4
RW215;t1502;review;5;2.5;paper; ;red
RW26;t1507;review;5;2.5;paper; ;red
RW75;t1518;review;5;2.5;paper; ;red
RW88;t1519;review;5;2.5;paper; ;red
RW304;t1527;review;5;2.5;paper; ;red
RW215;t1533;review;5;2.5;paper; ;red
RW75;t1537;review;5;2.5;paper; ;red
RW186;t1540;review;5;2.5;paper; ;red
RW88;t1544;review;5;2.5;paper; ;red
RW141;t1547;review;5;2.5;paper; ;red
RW88;t1560;review;5;2.5;paper; ;red
RW215;t1561;review;5;2.5;paper; ;red
RW88;t1562;review;5;2.5;paper; ;red
RW141;t1563;review;5;2.5;paper; ;red
RW215;t1567;review;5;2.5;paper; ;red
RW26;t1572;review;5;2.5;paper; ;red
RW215;t1578;review;5;2.5;paper; ;red
RW186;t1584;review;5;2.5;paper; ;red
RW141;t1586;review;5;2.5;paper; ;red
RW75;t1590;review;5;2.5;paper; ;red
RW186;t1596;review;5;2.5;paper; ;red
RW141;t1613;review;5;2.5;paper; ;red
RW88;t1624;review;5;2.5;paper; ;red
RW64;t1627;review;5;2.5;paper; ;red
RW26;t1630;review;5;2.5;paper; ;red
RW88;t1647;review;5;2.5;paper; ;red
RW75;t1677;review;5;2.5;paper; ;red
RW141;t1686;review;5;2.5;paper; ;red
RW304;t1708;review;5;2.5;paper; ;red
RW304;t1712;review;5;2.5;paper; ;red
RW189;t1723;review;5;2.5;paper; ;navyblue
RW189;t1726;review;5;2.5;paper; ;navyblue
RW189;t1729;review;5;2.5;paper; ;navyblue
RW189;t1731;review;5;2.5;paper; ;navyblue
RW71;t1734;review;5;2.5;paper; ;blue3
RW137;t1737;review;5;2.5;paper; ;blue3
RW206;t1744;review;5;2.5;paper; ;blue3
RW207;t1745;review;5;2.5;paper; ;blue3
RW209;t1747;review;5;2.5;paper; ;blue3
RW210;t1748;review;5;2.5;paper; ;blue3
RW232;t1751;review;5;2.5;paper; ;blue3
RW233;t1752;review;5;2.5;paper; ;blue3
RW235;t1753;review;5;2.5;paper; ;blue3
RW206;t1759;review;5;2.5;paper; ;blue3
RW207;t1760;review;5;2.5;paper; ;blue3
RW209;t1762;review;5;2.5;paper; ;blue3
RW210;t1763;review;5;2.5;paper; ;blue3
RW71;t1766;review;5;2.5;paper; ;blue3
RW137;t1769;review;5;2.5;paper; ;blue3
RW206;t1776;review;5;2.5;paper; ;blue3
RW207;t1777;review;5;2.5;paper; ;blue3
RW209;t1779;review;5;2.5;paper; ;blue3
RW210;t1780;review;5;2.5;paper; ;blue3
RW232;t1783;review;5;2.5;paper; ;blue3
RW233;t1784;review;5;2.5;paper; ;blue3
RW235;t1785;review;5;2.5;paper; ;blue3
RW206;t1791;review;5;2.5;paper; ;blue3
RW207;t1792;review;5;2.5;paper; ;blue3
RW209;t1794;review;5;2.5;paper; ;blue3
RW210;t1795;review;5;2.5;paper; ;blue3
RW232;t1798;review;5;2.5;paper; ;blue3
RW233;t1799;review;5;2.5;paper; ;blue3
RW235;t1800;review;5;2.5;paper; ;blue3
RW71;t1806;review;5;2.5;paper; ;blue3
RW137;t1809;review;5;2.5;paper; ;blue3
RW71;t1815;review;5;2.5;paper; ;blue3
RW137;t1818;review;5;2.5;paper; ;blue3
RW71;t1828;review;5;2.5;paper; ;blue3
RW137;t1831;review;5;2.5;paper; ;blue3
RW206;t1834;review;5;2.5;paper; ;blue3
RW207;t1835;review;5;2.5;paper; ;blue3
RW209;t1837;review;5;2.5;paper; ;blue3
RW210;t1838;review;5;2.5;paper; ;blue3
RW206;t1846;review;5;2.5;paper; ;blue3
RW207;t1847;review;5;2.5;paper; ;blue3
RW209;t1849;review;5;2.5;paper; ;blue3
RW210;t1850;review;5;2.5;paper; ;blue3
RW232;t1853;review;5;2.5;paper; ;blue3
RW233;t1854;review;5;2.5;paper; ;blue3
RW235;t1855;review;5;2.5;paper; ;blue3
RW206;t1863;review;5;2.5;paper; ;blue3
RW207;t1864;review;5;2.5;paper; ;blue3
RW209;t1866;review;5;2.5;paper; ;blue3
RW210;t1867;review;5;2.5;paper; ;blue3
RW206;t1872;review;5;2.5;paper; ;blue3
RW207;t1873;review;5;2.5;paper; ;blue3
RW209;t1875;review;5;2.5;paper; ;blue3
RW210;t1876;review;5;2.5;paper; ;blue3
RW232;t1879;review;5;2.5;paper; ;blue3
RW233;t1880;review;5;2.5;paper; ;blue3
RW235;t1881;review;5;2.5;paper; ;blue3
RW71;t1886;review;5;2.5;paper; ;blue3
RW137;t1889;review;5;2.5;paper; ;blue3
RW206;t1896;review;5;2.5;paper; ;blue3
RW207;t1897;review;5;2.5;paper; ;blue3
RW209;t1899;review;5;2.5;paper; ;blue3
RW210;t1900;review;5;2.5;paper; ;blue3
RW232;t1903;review;5;2.5;paper; ;blue3
RW233;t1904;review;5;2.5;paper; ;blue3
RW235;t1905;review;5;2.5;paper; ;blue3
RW71;t1910;review;5;2.5;paper; ;blue3
RW137;t1913;review;5;2.5;paper; ;blue3
RW206;t1920;review;5;2.5;paper; ;blue3
RW207;t1921;review;5;2.5;paper; ;blue3
RW209;t1923;review;5;2.5;paper; ;blue3
RW210;t1924;review;5;2.5;paper; ;blue3
RW232;t1927;review;5;2.5;paper; ;blue3
RW233;t1928;review;5;2.5;paper; ;blue3
RW235;t1929;review;5;2.5;paper; ;blue3
RW71;t1935;review;5;2.5;paper; ;blue3
RW137;t1938;review;5;2.5;paper; ;blue3
RW206;t1945;review;5;2.5;paper; ;blue3
RW207;t1946;review;5;2.5;paper; ;blue3
RW209;t1948;review;5;2.5;paper; ;blue3
